feature,timestamp
39.29701,2020-02-19 03:00:00
39.24793,2020-02-19 03:30:00
39.256640000000004,2020-02-19 04:00:00
39.28848,2020-02-19 04:30:00
39.270226666666666,2020-02-19 05:00:00
39.22135,2020-02-19 05:30:00
39.25452,2020-02-19 06:00:00
39.41677600000001,2020-02-19 06:30:00
39.58354,2020-02-19 07:00:00
39.70523666666667,2020-02-19 07:30:00
39.69353166666667,2020-02-19 08:00:00
39.535783333333335,2020-02-19 08:30:00
39.46175,2020-02-19 09:00:00
39.413375,2020-02-19 09:30:00
39.341834000000006,2020-02-19 10:00:00
39.4847,2020-02-19 10:30:00
39.46968666666667,2020-02-19 11:00:00
39.41627333333333,2020-02-19 11:30:00
39.42505333333333,2020-02-19 12:00:00
39.579654,2020-02-19 12:30:00
39.72221666666667,2020-02-19 13:00:00
39.410254,2020-02-19 13:30:00
38.914190000000005,2020-02-19 14:00:00
39.07615,2020-02-19 14:30:00
39.443968333333345,2020-02-19 15:00:00
39.56789333333333,2020-02-19 15:30:00
39.51459666666667,2020-02-19 16:00:00
39.40416000000001,2020-02-19 16:30:00
39.352604,2020-02-19 17:00:00
39.32213,2020-02-19 17:30:00
39.326640000000005,2020-02-19 18:00:00
39.44062666666667,2020-02-19 18:30:00
39.46772666666667,2020-02-19 19:00:00
39.18045666666666,2020-02-19 19:30:00
38.876916666666666,2020-02-19 20:00:00
38.888451666666654,2020-02-19 20:30:00
39.175556666666665,2020-02-19 21:00:00
39.41933666666667,2020-02-19 21:30:00
39.618825,2020-02-19 22:00:00
39.827358,2020-02-19 22:30:00
39.86922666666667,2020-02-19 23:00:00
39.90276333333333,2020-02-19 23:30:00
40.052513333333344,2020-02-20 00:00:00
39.99177666666667,2020-02-20 00:30:00
39.63538666666667,2020-02-20 01:00:00
39.546904999999995,2020-02-20 01:30:00
39.693212,2020-02-20 02:00:00
39.60676333333333,2020-02-20 02:30:00
39.50073,2020-02-20 03:00:00
39.462453333333336,2020-02-20 03:30:00
39.50099,2020-02-20 04:00:00
39.60573333333335,2020-02-20 04:30:00
39.6341,2020-02-20 05:00:00
39.63072,2020-02-20 05:30:00
39.65847333333333,2020-02-20 06:00:00
39.59745,2020-02-20 06:30:00
39.58260500000001,2020-02-20 07:00:00
39.708293333333344,2020-02-20 07:30:00
39.81485666666668,2020-02-20 08:00:00
39.86503,2020-02-20 08:30:00
39.898270000000004,2020-02-20 09:00:00
39.88426666666667,2020-02-20 09:30:00
40.00092,2020-02-20 10:00:00
40.040545,2020-02-20 10:30:00
39.9207,2020-02-20 11:00:00
39.86986,2020-02-20 11:30:00
39.91909666666667,2020-02-20 12:00:00
39.94571666666667,2020-02-20 12:30:00
39.90314,2020-02-20 13:00:00
39.82328,2020-02-20 13:30:00
39.77898,2020-02-20 14:00:00
39.825546,2020-02-20 14:30:00
39.89432,2020-02-20 15:00:00
39.89184333333333,2020-02-20 15:30:00
39.90747666666665,2020-02-20 16:00:00
39.939463333333336,2020-02-20 16:30:00
39.991820000000004,2020-02-20 17:00:00
40.07485,2020-02-20 17:30:00
40.080412,2020-02-20 18:00:00
39.924776666666666,2020-02-20 18:30:00
39.82614333333333,2020-02-20 19:00:00
39.703771666666654,2020-02-20 19:30:00
39.67136,2020-02-20 20:00:00
39.62213,2020-02-20 20:30:00
39.6079,2020-02-20 21:00:00
39.619036,2020-02-20 21:30:00
39.76359,2020-02-20 22:00:00
39.96704666666667,2020-02-20 22:30:00
40.11901166666666,2020-02-20 23:00:00
40.10132333333335,2020-02-20 23:30:00
40.099233333333345,2020-02-21 00:00:00
40.23287333333333,2020-02-21 00:30:00
40.47245333333333,2020-02-21 01:00:00
40.668623333333336,2020-02-21 01:30:00
40.68992666666667,2020-02-21 02:00:00
40.664795,2020-02-21 02:30:00
40.765848,2020-02-21 03:00:00
40.671,2020-02-21 03:30:00
40.45315333333335,2020-02-21 04:00:00
40.22653833333333,2020-02-21 04:30:00
40.13486666666667,2020-02-21 05:00:00
40.07674333333333,2020-02-21 05:30:00
40.036545,2020-02-21 06:00:00
40.051234,2020-02-21 06:30:00
40.06614,2020-02-21 07:00:00
