feature,timestamp
23.866906666666665,2020-02-19 02:30:00
23.79045666666667,2020-02-19 03:00:00
23.716155,2020-02-19 03:30:00
23.692166,2020-02-19 04:00:00
23.74947,2020-02-19 04:30:00
23.812946666666665,2020-02-19 05:00:00
23.855865,2020-02-19 05:30:00
23.891134000000005,2020-02-19 06:00:00
23.84485,2020-02-19 06:30:00
23.80635666666667,2020-02-19 07:00:00
23.84338833333333,2020-02-19 07:30:00
24.01745,2020-02-19 08:00:00
24.252563333333335,2020-02-19 08:30:00
24.385265000000004,2020-02-19 09:00:00
24.5206,2020-02-19 09:30:00
24.16616333333333,2020-02-19 10:00:00
24.16576,2020-02-19 10:30:00
24.22872833333333,2020-02-19 11:00:00
24.25454,2020-02-19 11:30:00
24.241798,2020-02-19 12:00:00
24.16934333333333,2020-02-19 12:30:00
24.097454,2020-02-19 13:00:00
24.116986666666666,2020-02-19 13:30:00
24.00707333333333,2020-02-19 14:00:00
23.78766166666667,2020-02-19 14:30:00
23.54658333333333,2020-02-19 15:00:00
23.50353333333333,2020-02-19 15:30:00
23.509755,2020-02-19 16:00:00
23.504942000000003,2020-02-19 16:30:00
23.53725,2020-02-19 17:00:00
23.584750000000003,2020-02-19 17:30:00
23.58498166666667,2020-02-19 18:00:00
23.6447,2020-02-19 18:30:00
23.773266666666668,2020-02-19 19:00:00
23.84145666666667,2020-02-19 19:30:00
23.840281666666666,2020-02-19 20:00:00
23.810496666666666,2020-02-19 20:30:00
23.75398333333333,2020-02-19 21:00:00
23.66228,2020-02-19 21:30:00
23.597642,2020-02-19 22:00:00
23.5753,2020-02-19 22:30:00
23.543570000000003,2020-02-19 23:00:00
23.485246666666665,2020-02-19 23:30:00
23.471,2020-02-20 00:00:00
23.49951333333333,2020-02-20 00:30:00
23.508450000000003,2020-02-20 01:00:00
23.576672,2020-02-20 01:30:00
23.71955333333333,2020-02-20 02:00:00
23.80042666666667,2020-02-20 02:30:00
23.816676666666666,2020-02-20 03:00:00
23.74968333333333,2020-02-20 03:30:00
23.68086333333333,2020-02-20 04:00:00
23.69784,2020-02-20 04:30:00
23.778388,2020-02-20 05:00:00
23.77519,2020-02-20 05:30:00
23.77085333333333,2020-02-20 06:00:00
23.76577833333333,2020-02-20 06:30:00
23.680926666666664,2020-02-20 07:00:00
23.60508,2020-02-20 07:30:00
23.613135,2020-02-20 08:00:00
23.621384,2020-02-20 08:30:00
23.60831333333333,2020-02-20 09:00:00
23.58526333333333,2020-02-20 09:30:00
23.604065,2020-02-20 10:00:00
23.705768,2020-02-20 10:30:00
23.71098333333333,2020-02-20 11:00:00
23.69322,2020-02-20 11:30:00
23.664468333333332,2020-02-20 12:00:00
23.6352,2020-02-20 12:30:00
23.622143333333334,2020-02-20 13:00:00
23.59539,2020-02-20 13:30:00
23.538866,2020-02-20 14:00:00
23.44890333333333,2020-02-20 14:30:00
23.43809666666667,2020-02-20 15:00:00
23.46999,2020-02-20 15:30:00
23.507176666666666,2020-02-20 16:00:00
23.490389999999998,2020-02-20 16:30:00
23.470705,2020-02-20 17:00:00
23.496016000000004,2020-02-20 17:30:00
23.57081333333333,2020-02-20 18:00:00
23.613560000000003,2020-02-20 18:30:00
23.69383333333333,2020-02-20 19:00:00
23.80258333333333,2020-02-20 19:30:00
23.80791333333333,2020-02-20 20:00:00
23.746175,2020-02-20 20:30:00
23.682312000000003,2020-02-20 21:00:00
23.613000000000003,2020-02-20 21:30:00
23.55369,2020-02-20 22:00:00
23.54468666666667,2020-02-20 22:30:00
23.618920000000003,2020-02-20 23:00:00
23.687986666666664,2020-02-20 23:30:00
23.69888333333333,2020-02-21 00:00:00
23.57771333333333,2020-02-21 00:30:00
23.43702,2020-02-21 01:00:00
23.39380333333333,2020-02-21 01:30:00
23.34021,2020-02-21 02:00:00
23.10764,2020-02-21 02:30:00
23.09615666666667,2020-02-21 03:00:00
23.23824666666667,2020-02-21 03:30:00
23.395375,2020-02-21 04:00:00
23.45287,2020-02-21 04:30:00
23.482806666666665,2020-02-21 05:00:00
23.533655000000003,2020-02-21 05:30:00
23.536786,2020-02-21 06:00:00
23.49123333333333,2020-02-21 06:30:00
23.45506333333333,2020-02-21 07:00:00
23.451906666666666,2020-02-21 07:30:00
23.33181,2020-02-21 08:00:00
23.20342333333333,2020-02-21 08:30:00
23.18949,2020-02-21 09:00:00
23.213864,2020-02-21 09:30:00
23.32761333333333,2020-02-21 10:00:00
23.46600666666667,2020-02-21 10:30:00
23.39882833333333,2020-02-21 11:00:00
23.38454333333333,2020-02-21 11:30:00
23.43731333333333,2020-02-21 12:00:00
23.44042,2020-02-21 12:30:00
23.39753,2020-02-21 13:00:00
23.395146666666665,2020-02-21 13:30:00
23.40086333333333,2020-02-21 14:00:00
23.392925,2020-02-21 14:30:00
23.434032000000002,2020-02-21 15:00:00
23.46921666666667,2020-02-21 15:30:00
23.46026,2020-02-21 16:00:00
23.45396333333333,2020-02-21 16:30:00
23.507929999999998,2020-02-21 17:00:00
23.72270333333333,2020-02-21 17:30:00
23.957975,2020-02-21 18:00:00
24.124986,2020-02-21 18:30:00
24.12856666666667,2020-02-21 19:00:00
24.14334,2020-02-21 19:30:00
24.18444666666667,2020-02-21 20:00:00
24.27371,2020-02-21 20:30:00
24.3118,2020-02-21 21:00:00
24.37571,2020-02-21 21:30:00
24.462882,2020-02-21 22:00:00
24.53201333333333,2020-02-21 22:30:00
24.55508666666667,2020-02-21 23:00:00
24.53874166666667,2020-02-21 23:30:00
24.478196666666665,2020-02-22 00:00:00
24.42166333333333,2020-02-22 00:30:00
24.404625,2020-02-22 01:00:00
24.33523666666667,2020-02-22 01:30:00
24.238933333333332,2020-02-22 02:00:00
24.09352333333333,2020-02-22 02:30:00
23.91521,2020-02-22 03:00:00
23.664241999999994,2020-02-22 03:30:00
23.47179333333333,2020-02-22 04:00:00
23.38330333333333,2020-02-22 04:30:00
23.36851833333333,2020-02-22 05:00:00
23.35228333333333,2020-02-22 05:30:00
